Truth,Pred
m,<DEL>
n,<DEL>
ě,<DEL>
 ,<DEL>
j,<DEL>
e,<DEL>
 ,<DEL>
j,<DEL>
m,<DEL>
é,<DEL>
n,<DEL>
e,<DEL>
m,<DEL>
 ,<DEL>
a,<DEL>
 ,<DEL>
p,<DEL>
a,<DEL>
t,<DEL>
r,<DEL>
o,<DEL>
n,<DEL>
y,<DEL>
m,<DEL>
i,<DEL>
k,<DEL>
e,<DEL>
m,<DEL>
.,<DEL>
 ,<DEL>
B,B
y,y
l,l
 , 
t,t
o,o
 , 
u,u
ž,ž
 ,<DEL>
š,š
e,e
d,d
i,i
v,v
ý,ý
 , 
v,v
o,o
j,j
á,á
k,k
;,;
 , 
n,n
a,á
 ,'
t,t
v,v
á,á
ř,ř
i,i
 , 
m,m
ě,ě
l,l
 , 
n,n
a,a
p,p
s,s
á,á
n,n
o,o
",",","
 , 
ž,ž
e,é
 , 
c,c
o,o
 , 
<INS>,i
<INS>,t
m,i
l,l
u,u
v,v
í,í
",",","
 , 
j,j
e,e
 , 
s,s
a,a
m,m
á,á
 , 
l,l
e,e
ž,ž
.,.
 , 
<INS>,+
Z,Ž
v,v
a,a
l,l
i,i
 , 
h,h
o,o
 , 
Č,Č
e,e
k,k
u,u
n,n
o,o
v,v
.,.
 , 
P,P
a,a
t,t
r,t
n,<DEL>
ě,<DEL>
 , 
s,s
e,e
 , 
k,k
e,e
 , 
m,i
n,n
<INS>,n
ě,é
 , 
l,l
i,i
c,c
h,h
o,o
t,t
i,i
l,l
",",","
p,<DEL>
o,<DEL>
z,<DEL>
d,<DEL>
r,<DEL>
a,<DEL>
v,<DEL>
i,<DEL>
l,<DEL>
a,<DEL>
.,<DEL>
 ,<DEL>
D,<DEL>
o,<DEL>
b,<DEL>
r,<DEL>
ý,<DEL>
 ,<DEL>
d,<DEL>
e,<DEL>
n,<DEL>
",",<DEL>
 ,<DEL>
c,<DEL>
h,<DEL>
l,<DEL>
a,<DEL>
p,<DEL>
c,<DEL>
i,<DEL>
",",<DEL>
 ,<DEL>
o,<DEL>
d,<DEL>
p,<DEL>
o,<DEL>
v,<DEL>
ě,<DEL>
d,<DEL>
ě,<DEL>
l,<DEL>
.,<DEL>
 ,<DEL>
C,<DEL>
o,<DEL>
 ,<DEL>
m,<DEL>
á,<DEL>
t,<DEL>
e,<DEL>
",",<DEL>
 ,<DEL>
p,<DEL>
a,<DEL>
n,<DEL>
e,<DEL>
 ,<DEL>
k,<DEL>
o,<DEL>
l,<DEL>
e,<DEL>
g,<DEL>
o,<DEL>
?,<DEL>
 ,<DEL>
Č,<DEL>
e,<DEL>
š,<DEL>
t,<DEL>
i,<DEL>
n,<DEL>
u,<DEL>
.,<DEL>
 ,<DEL>
U,<DEL>
s,<DEL>
p,<DEL>
o,<DEL>
ř,<DEL>
á,<DEL>
d,<DEL>
a,<DEL>
l,<DEL>
i,<DEL>
 ,<DEL>
j,<DEL>
s,<DEL>
m,<DEL>
e,<DEL>
 ,<DEL>
s,<DEL>
i,<DEL>
 ,<DEL>
r,<DEL>
e,<DEL>
c,<DEL>
i,<DEL>
t,<DEL>
a,<DEL>
č,<DEL>
n,<DEL>
í,<DEL>
 ,<DEL>
h,<DEL>
o,<DEL>
d,<DEL>
i,<DEL>
n,<DEL>
k,<DEL>
u,<DEL>
.,<DEL>
 ,<DEL>
C,<DEL>
h,<DEL>
v,<DEL>
i,<DEL>
l,<DEL>
k,<DEL>
u,<DEL>
 ,<DEL>
s,<DEL>
i,<DEL>
 ,<DEL>
p,<DEL>
o,<DEL>
s,<DEL>
l,<DEL>
e,<DEL>
c,<DEL>
h,<DEL>
n,<DEL>
u,<DEL>
.,<DEL>
 ,<DEL>
M,<DEL>
ů,<DEL>
ž,<DEL>
e,<DEL>
t,<DEL>
e,<DEL>
 ,<DEL>
p,<DEL>
o,<DEL>
k,<DEL>
r,<DEL>
a,<DEL>
č,<DEL>
o,<DEL>
v,<DEL>
a,<DEL>
t,<DEL>
.,<DEL>
 ,<DEL>
P,<DEL>
a,<DEL>
v,<DEL>
e,<DEL>
l,<DEL>
 ,<DEL>
K,<DEL>
o,<DEL>
v,<DEL>
á,<DEL>
ř,<DEL>
 ,<DEL>
s,<DEL>
e,<DEL>
 ,<DEL>
p,<DEL>
o,<DEL>
n,<DEL>
ě,<DEL>
k,<DEL>
u,<DEL>
d,<DEL>
 ,<DEL>
z,<DEL>
a,<DEL>
r,<DEL>
a,<DEL>
ž,<DEL>
e,<DEL>
n,<DEL>
 ,<DEL>
p,<DEL>
o,<DEL>
d,<DEL>
í,<DEL>
v,<DEL>
a,<DEL>
l,<DEL>
 ,<DEL>
n,<DEL>
a,<DEL>
 ,<DEL>
u,<DEL>
č,<DEL>
i,<DEL>
t,<DEL>
e,<DEL>
l,<DEL>
e,<DEL>
",",<DEL>
 ,<DEL>
p,<DEL>
a,<DEL>
k,<DEL>
 ,<DEL>
n,<DEL>
a,<DEL>
 ,<DEL>
i,<DEL>
n,<DEL>
s,<DEL>
p,<DEL>
e,<DEL>
k,<DEL>
t,<DEL>
o,<DEL>
r,<DEL>
a,<DEL>
.,<DEL>
 ,<DEL>
B,<DEL>
y,<DEL>
l,<DEL>
o,<DEL>
“,<DEL>
t,<DEL>
h,<DEL>
a,<DEL>
t,<DEL>
 ,<DEL>
r,<DEL>
e,<DEL>
p,<DEL>
o,<DEL>
r,<DEL>
t,<DEL>
s,<DEL>
 ,<DEL>
m,<DEL>
a,<DEL>
y,<DEL>
 ,<DEL>
v,<DEL>
a,<DEL>
r,<DEL>
y,<DEL>
 ,<DEL>
g,<DEL>
r,<DEL>
e,<DEL>
a,<DEL>
t,<DEL>
l,<DEL>
y,<DEL>
 ,<DEL>
w,<DEL>
i,<DEL>
t,<DEL>
h,<DEL>
 ,<DEL>
r,<DEL>
e,<DEL>
s,<DEL>
p,<DEL>
e,<DEL>
c,<DEL>
t,<DEL>
 ,<DEL>
t,<DEL>
o,<DEL>
 ,<DEL>
m,<DEL>
e,<DEL>
;,<DEL>
 ,<DEL>
a,<DEL>
n,<DEL>
d,<DEL>
 ,<DEL>
I,<DEL>
 ,<DEL>
c,<DEL>
o,<DEL>
u,<DEL>
l,<DEL>
d,<DEL>
 ,<DEL>
w,<DEL>
i,<DEL>
s,<DEL>
h,<DEL>
",",<DEL>
 ,<DEL>
M,<DEL>
i,<DEL>
s,<DEL>
s,<DEL>
 ,<DEL>
B,<DEL>
e,<DEL>
n,<DEL>
n,<DEL>
e,<DEL>
t,<DEL>
",",<DEL>
 ,<DEL>
t,<DEL>
h,<DEL>
a,<DEL>
t,<DEL>
 ,<DEL>
y,<DEL>
o,<DEL>
u,<DEL>
 ,<DEL>
w,<DEL>
e,<DEL>
r,<DEL>
e,<DEL>
 ,<DEL>
n,<DEL>
o,<DEL>
t,<DEL>
 ,<DEL>
t,<DEL>
o,<DEL>
 ,<DEL>
s,<DEL>
k,<DEL>
e,<DEL>
t,<DEL>
c,<DEL>
h,<DEL>
 ,<DEL>
m,<DEL>
y,<DEL>
 ,<DEL>
c,<DEL>
h,<DEL>
a,<DEL>
r,<DEL>
a,<DEL>
c,<DEL>
t,<DEL>
e,<DEL>
r,<DEL>
 ,<DEL>
a,<DEL>
t,<DEL>
 ,<DEL>
t,<DEL>
h,<DEL>
e,<DEL>
 ,<DEL>
p,<DEL>
r,<DEL>
e,<DEL>
s,<DEL>
e,<DEL>
n,<DEL>
t,<DEL>
 ,<DEL>
m,<DEL>
o,<DEL>
m,<DEL>
e,<DEL>
n,<DEL>
t,<DEL>
",",<DEL>
 ,<DEL>
a,<DEL>
s,<DEL>
 ,<DEL>
t,<DEL>
h,<DEL>
e,<DEL>
r,<DEL>
e,<DEL>
 ,<DEL>
i,<DEL>
s,<DEL>
 ,<DEL>
r,<DEL>
e,<DEL>
a,<DEL>
s,<DEL>
o,<DEL>
n,<DEL>
 ,<DEL>
t,<DEL>
o,<DEL>
 ,<DEL>
f,<DEL>
e,<DEL>
a,<DEL>
r,<DEL>
 ,<DEL>
t,<DEL>
h,<DEL>
a,<DEL>
t,<DEL>
 ,<DEL>
t,<DEL>
h,<DEL>
e,<DEL>
 ,<DEL>
p,<DEL>
e,<DEL>
r,<DEL>
f,<DEL>
o,<DEL>
r,<DEL>
m,<DEL>
a,<DEL>
n,<DEL>
c,<DEL>
e,<DEL>
 ,<DEL>
w,<DEL>
o,<DEL>
u,<DEL>
l,<DEL>
d,<DEL>
 ,<DEL>
r,<DEL>
e,<DEL>
f,<DEL>
l,<DEL>
e,<DEL>
c,<DEL>
t,<DEL>
 ,<DEL>
n,<DEL>
o,<DEL>
 ,<DEL>
c,<DEL>
r,<DEL>
e,<DEL>
d,<DEL>
i,<DEL>
t,<DEL>
 ,<DEL>
o,<DEL>
n,<DEL>
 ,<DEL>
e,<DEL>
i,<DEL>
t,<DEL>
h,<DEL>
e,<DEL>
r,<DEL>
.,<DEL>
”,<DEL>
v,v
t,t
r,r
h,h
l,l
<INS>,.
 , 
d,d
o,o
<INS>,","
 , 
t,t
r,r
e,e
s,s
t,t
n,n
i,i
c,c
e,e
 ,n
n,n
 , 
i,i
<INS>,-
 , 
v,v
 , 
n,n
o,o
c,c
i,i
",",","
 , 
a,a
<INS>,","
 , 
z,z
p,p
o,o
z,z
o,o
r,r
o,o
v,v
 , 
l,l
i,i
",",","
 , 
ž,ž
e,e
 , 
t,t
r,r
e,e
s,s
t,t
a,a
n,n
e,e
c,c
 , 
s,s
p,p
í,i
 , 
l,l
e,e
v,v
é,é
m,m
 , 
b,b
o,o
k,k
u,u
",",","
 , 
n,n
e,e
b,b
o,o
 ,v
n,n
a,a
z,z
 , 
d,d
a,a
l,l
 ,o
h,h
o,o
 , 
<INS>,o
r,z
á,á
n,n
o,o
 ,i
p,p
o,o
t,t
r,r
e,e
s,s
t,t
a,á
 , 
A,A
ť,ť
",",","
 ,<DEL>
p,<DEL>
r,<DEL>
ý,<DEL>
",",<DEL>
 ,<DEL>
s,<DEL>
p,<DEL>
í,<DEL>
 ,<DEL>
n,<DEL>
a,<DEL>
 ,<DEL>
p,<DEL>
r,<DEL>
a,<DEL>
v,<DEL>
 ,<DEL>
b,<DEL>
o,o
k,<DEL>
u,<DEL>
",",<DEL>
 ,<DEL>
j,<DEL>
a,<DEL>
k,<DEL>
 ,<DEL>
p,p
ř,<DEL>
i,<DEL>
k,<DEL>
á,<DEL>
z,<DEL>
a,<DEL>
l,<DEL>
.,<DEL>
 ,<DEL>
 ,<DEL>
t,<DEL>
r,r
e,<DEL>
s,<DEL>
t,<DEL>
n,<DEL>
i,<DEL>
c,<DEL>
i,<DEL>
 ,<DEL>
h,<DEL>
o,<DEL>
 ,<DEL>
n,<DEL>
e,<DEL>
n,<DEL>
á,<DEL>
v,<DEL>
i,<DEL>
d,<DEL>
 ,<DEL>
b,<DEL>
á,<DEL>
l,<DEL>
i,<DEL>
 ,<DEL>
s,<DEL>
e,<DEL>
 ,<DEL>
h,<DEL>
o,<DEL>
",",<DEL>
 ,<DEL>
j,<DEL>
a,<DEL>
k,<DEL>
o,<DEL>
 ,<DEL>
m,<DEL>
o,<DEL>
r,<DEL>
 ,<DEL>
O,<DEL>
b,<DEL>
l,<DEL>
i,<DEL>
č,<DEL>
e,<DEL>
j,<DEL>
 ,<DEL>
m,<DEL>
ě,<DEL>
l,<DEL>
 ,<DEL>
r,<DEL>
u,<DEL>
d,<DEL>
ý,ý
",",","
n,„
e,w
v,<DEL>
y,<DEL>
d,<DEL>
r,<DEL>
ž,<DEL>
e,<DEL>
l,<DEL>
i,<DEL>
.,<DEL>
 ,<DEL>
T,<DEL>
a,<DEL>
k,<DEL>
ý,<DEL>
m,<DEL>
 ,<DEL>
z,<DEL>
p,<DEL>
ů,<DEL>
s,<DEL>
o,<DEL>
b,<DEL>
e,<DEL>
m,<DEL>
 ,<DEL>
p,<DEL>
ř,<DEL>
i,<DEL>
n,<DEL>
á,<DEL>
š,<DEL>
e,<DEL>
l,<DEL>
i,<DEL>
 ,<DEL>
t,<DEL>
a,<DEL>
b,<DEL>
á,<DEL>
k,<DEL>
",",<DEL>
 ,<DEL>
c,<DEL>
i,<DEL>
h,<DEL>
l,<DEL>
o,<DEL>
v,<DEL>
ý,<DEL>
 ,<DEL>
č,<DEL>
a,<DEL>
j,<DEL>
",",<DEL>
 ,<DEL>
m,<DEL>
a,<DEL>
s,<DEL>
o,<DEL>
",",<DEL>
 ,<DEL>
p,<DEL>
r,<DEL>
e,<DEL>
c,<DEL>
l,<DEL>
í,<DEL>
k,<DEL>
y,<DEL>
 ,<DEL>
a,<DEL>
 ,<DEL>
j,<DEL>
i,<DEL>
n,<DEL>
é,<DEL>
 ,<DEL>
a,<DEL>
 ,<DEL>
j,<DEL>
i,<DEL>
n,<DEL>
é,<DEL>
",",<DEL>
 ,<DEL>
v,<DEL>
y,<DEL>
j,<DEL>
m,<DEL>
a,<DEL>
 ,<DEL>
s,<DEL>
n,<DEL>
a,<DEL>
d,<DEL>
 ,<DEL>
j,<DEL>
e,<DEL>
n,<DEL>
 ,<DEL>
v,<DEL>
o,<DEL>
d,<DEL>
k,<DEL>
u,<DEL>
.,<DEL>
 ,<DEL>
V,<DEL>
o,<DEL>
d,<DEL>
k,<DEL>
y,<DEL>
 ,<DEL>
n,<DEL>
a,<DEL>
 ,<DEL>
n,<DEL>
i,<DEL>
c,<DEL>
h,<DEL>
 ,<DEL>
n,<DEL>
e,<DEL>
ž,<DEL>
á,<DEL>
d,<DEL>
a,<DEL>
l,<DEL>
i,<DEL>
",",<DEL>
 ,<DEL>
a,<DEL>
č,<DEL>
 ,<DEL>
j,<DEL>
e,<DEL>
 ,<DEL>
č,<DEL>
a,<DEL>
s,<DEL>
e,<DEL>
m,<DEL>
 ,<DEL>
v,<DEL>
o,<DEL>
d,<DEL>
k,<DEL>
o,<DEL>
u,<DEL>
 ,<DEL>
u,<DEL>
c,<DEL>
t,<DEL>
í,<DEL>
v,<DEL>
a,<DEL>
l,<DEL>
i,<DEL>
 ,<DEL>
O,<DEL>
s,<DEL>
i,<DEL>
p,<DEL>
 ,<DEL>
m,<DEL>
n,<DEL>
ě,<DEL>
 ,<DEL>
u,<DEL>
p,p
r,r
a,a
v,v
o,o
v,v
a,a
l,l
 , 
p,p
o,o
 , 
n,n
ě,ě
k,k
o,o
l,l
i,i
k,k
 , 
l,l
e,e
t,t
 , 
s,s
t,t
á,á
l,l
e,e
 , 
j,j
e,e
d,d
n,n
o,o
 , 
a,a
 , 
t,t
o,o
t,t
é,é
ž,ž
",",","
n,n
e,e
z,z
a,a
p,p
o,o
m,m
í,í
n,n
a,a
l,l
 , 
a,a
n,n
i,i
 , 
n,n
y,y
n,n
í,í
.,.
 , 
P,P
ř,ř
i,i
b,b
ě,ě
h,h
n,n
e,e
",",","
 , 
a,a
 , 
j,j
a,a
k,k
o,o
 , 
b,b
y,y
 , 
u,u
 , 
m,m
é,é
 , 
m,m
y,y
š,š
l,l
é,é
n,n
k,k
y,y
",",","
 , 
k,k
r,r
á,á
č,č
í,í
 , 
m,m
l,l
 , 
v,v
e,e
d,d
l,l
e,e
 , 
m,m
n,n
e,e
 , 
a,a
 , 
j,j
a,a
k,k
o,o
 , 
b,b
y,y
 , 
s,s
 , 
s,s
á,á
m,m
 , 
u,u
 , 
s,s
e,e
b,b
e,e
 , 
n,n
ě,ě
č,č
e,e
m,m
u,u
 , 
d,d
 , 
V,V
 , 
m,m
y,y
š,š
l,l
é,é
n,n
k,k
á,á
c,c
h,h
 , 
j,j
s,s
e,e
m,m
 , 
s,s
 , 
<INS>, 
l,l
o,o
u,<DEL>
č,<DEL>
i,i
l,<DEL>
 , 
s,<DEL>
 ,<DEL>
t,<DEL>
ě,<DEL>
m,<DEL>
i,i
 , 
z,z
č,č
e,e
r,r
n,n
a,a
l,l
ý,ý
<INS>, 
 , 
b,b
ř,ř
e,e
v,v
n,n
o,o
v,v
ý,ý
m,m
i,i
 , 
s,s
r,r
u,u
b,b
y,y
 , 
n,n
a,a
š,š
r,<DEL>
o,<DEL>
z,<DEL>
d,<DEL>
ě,<DEL>
l,<DEL>
e,<DEL>
n,<DEL>
á,<DEL>
 ,<DEL>
p,<DEL>
r,<DEL>
o,<DEL>
 ,<DEL>
d,<DEL>
v,<DEL>
ě,<DEL>
 ,<DEL>
s,<DEL>
k,<DEL>
u,<DEL>
p,<DEL>
i,<DEL>
n,<DEL>
y,<DEL>
.,<DEL>
 ,<DEL>
D,<DEL>
á,<DEL>
l,<DEL>
e,<DEL>
 ,<DEL>
j,<DEL>
e,<DEL>
š,<DEL>
t,<DEL>
ě,<DEL>
 ,<DEL>
j,<DEL>
e,<DEL>
d,<DEL>
n,<DEL>
o,<DEL>
 ,<DEL>
s,<DEL>
t,<DEL>
a,<DEL>
v,<DEL>
e,<DEL>
n,<DEL>
í,<DEL>
",",<DEL>
 ,<DEL>
k,<DEL>
d,<DEL>
e,<DEL>
 ,<DEL>
j,<DEL>
s,<DEL>
o,<DEL>
u,<DEL>
 ,<DEL>
p,<DEL>
o,<DEL>
d,<DEL>
 ,<DEL>
s,<DEL>
p,<DEL>
o,<DEL>
l,<DEL>
e,<DEL>
č,<DEL>
n,<DEL>
o,<DEL>
u,<DEL>
 ,<DEL>
s,<DEL>
t,<DEL>
ř,<DEL>
e,<DEL>
c,<DEL>
h,<DEL>
o,<DEL>
u,<DEL>
 ,<DEL>
u,<DEL>
m,<DEL>
í,<DEL>
s,<DEL>
t,<DEL>
ě,<DEL>
n,<DEL>
y,<DEL>
 ,<DEL>
s,<DEL>
k,<DEL>
l,<DEL>
e,<DEL>
p,<DEL>
y,<DEL>
",",<DEL>
 ,<DEL>
s,<DEL>
ý,<DEL>
p,<DEL>
k,<DEL>
y,<DEL>
 ,<DEL>
a,<DEL>
 ,<DEL>
k,<DEL>
ů,<DEL>
l,<DEL>
n,<DEL>
y,<DEL>
.,<DEL>
 ,<DEL>
P,<DEL>
r,<DEL>
o,<DEL>
s,<DEL>
t,<DEL>
ř,<DEL>
e,<DEL>
d,<DEL>
e,<DEL>
k,<DEL>
 ,<DEL>
d,<DEL>
v,<DEL>
o,<DEL>
r,<DEL>
a,<DEL>
 ,<DEL>
j,<DEL>
e,<DEL>
 ,<DEL>
p,<DEL>
r,<DEL>
á,<DEL>
z,<DEL>
d,<DEL>
n,<DEL>
ý,<DEL>
 ,<DEL>
a,<DEL>
 ,<DEL>
t,<DEL>
v,<DEL>
o,<DEL>
ř,<DEL>
í,<DEL>
 ,<DEL>
r,<DEL>
o,<DEL>
v,<DEL>
n,<DEL>
é,<DEL>
",",<DEL>
 ,<DEL>
d,<DEL>
o,<DEL>
s,<DEL>
t,<DEL>
i,<DEL>
 ,<DEL>
r,<DEL>
o,<DEL>
z,<DEL>
s,<DEL>
á,<DEL>
h,<DEL>
l,<DEL>
é,<DEL>
 ,<DEL>
p,<DEL>
r,<DEL>
o,<DEL>
s,<DEL>
t,<DEL>
r,<DEL>
a,<DEL>
n,<DEL>
s,<DEL>
t,<DEL>
v,<DEL>
í,<DEL>
.,<DEL>
 ,<DEL>
Z,<DEL>
d,<DEL>
e,<DEL>
 ,<DEL>
s,<DEL>
e,<DEL>
 ,<DEL>
t,<DEL>
r,<DEL>
e,<DEL>
s,<DEL>
t,<DEL>
a,<DEL>
n,<DEL>
c,<DEL>
i,<DEL>
 ,<DEL>
s,<DEL>
t,<DEL>
a,<DEL>
v,<DEL>
í,<DEL>
 ,<DEL>
d,<DEL>
o,<DEL>
 ,<DEL>
ř,<DEL>
a,<DEL>
d,<DEL>
",",<DEL>
m,m
a,a
k,k
i,i
n,n
g,g
 , 
g,g
e,e
n,n
t,t
l,l
e,e
m,m
a,a
n,n
",",","
”,”
 , 
s,s
a,a
i,i
d,d
 , 
M,M
r,r
.,.
 , 
B,B
e,e
n,n
n,n
e,e
t,t
",",","
 , 
a,a
s,s
 , 
h,h
e,e
 , 
f,f
o,o
l,l
d,d
e,e
d,d
 , 
u,u
p,p
 , 
t,t
h,h
e,e
 , 
l,l
e,e
t,t
t,t
e,e
r,r
.,.
 , 
“,“
H,H
e,e
 , 
s,s
e,e
e,e
m,m
s,s
 , 
<INS>, 
t,t
o,o
 , 
b,b
e,e
 , 
a,a
 , 
m,m
o,o
s,s
t,t
 , 
<INS>, 
c,c
o,o
n,n
s,s
c,c
i,i
e,e
n,n
t,t
i,i
o,o
u,u
s,s
 , 
a,a
n,n
d,d
 , 
p,p
o,o
l,l
i,i
t,t
e,e
 , 
y,y
o,o
u,u
n,n
g,g
 , 
m,m
a,a
n,n
",",","
 , 
u,u
p,p
o,o
n,n
 , 
m,m
y,y
 , 
w,w
o,o
r,r
d,d
;,;
 , 
a,a
n,n
d,d
",",","
 , 
I,I
 ,<DEL>
d,d
o,o
u,u
b,b
t,t
 , 
n,n
o,o
t,t
",",","
 , 
w,w
i,i
l,l
l,l
 , 
<INS>, 
p,p
r,r
o,o
v,v
e,e
 , 
a,a
 , 
v,v
a,a
l,l
u,u
a,a
b,b
l,l
e,e
 , 
a,a
c,c
q,q
u,u
a,a
i,i
n,n
t,t
a,a
n,n
c,c
e,e
",",","
 , 
e,e
s,s
p,p
e,e
c,c
i,i
a,a
l,l
l,l
y,y
<INS>, 
 , 
i,i
f,f
 , 
L,L
a,a
d,d
y,y
 , 
C,C
a,a
t,t
h,h
e,e
r,r
i,i
n,n
e,e
 , 
s,s
h,h
o,o
u,u
l,l
d,d
t,t
e,e
b,b
e,e
 , 
s,s
t,t
r,r
e,e
j,j
č,č
e,e
k,k
.,.
"""",“
 , 
„,„
E,E
h,b
",",","
 , 
 ,<DEL>
t,t
ě,ě
 , 
č,č
e,e
r,r
t,t
 , 
i,i
 , 
<INS>,-
s,s
e,e
 , 
s,s
t,t
r,r
e,e
j,j
č,t
k,k
e,e
 , 
n,n
e,e
s,s
t,t
o,o
j,j
í,í
 , 
z,z
a,a
 , 
t,t
o,o
",",","
 , 
<INS>,'
s,8
 ,-
t,t
e,e
b,b
o,o
 , 
<INS>,p
m,m
l,l
u,u
v,v
i,í
t,t
!,i
 , 
A,A
 , 
v,v
i,í
d,d
í,í
š,š
",",","
 , 
t,t
a,a
k,k
o,e
 , 
<INS>,)
<INS>, 
h,B
e,e
z,z
k,k
é,é
 , 
s,s
l,l
o,o
v,v
í,í
č,č
k,k
o,o
 , 
j,j
s,s
e,e
m,m
 , 
t,©
 , 
<INS>,","
<INS>, 
c,c
h,h
t,t
ě,ě
l,l
 , 
p,p
o,o
v,v
ě,ě
d,d
i,í
t,t
.,.
 , 
T,T
a,a
k,k
 ,o
v,v
i,í
 , 
t,t
e,e
d,d
y,y
",",","
 , 
b,<DEL>
r,r
a,a
š,d
i,i
",",","
 , 
j,j
a,a
k,k
 , 
s,s
e,e
 ,-
t,£
 , 
p,p
ř,ř
i,í
h,h
o,o
d,d
i,i
l,l
o,o
",",/
 , 
ž,t
e,e
 , 
j,j
s,s
e,e
m,m
 , 
s,s
e,e
 ,<DEL>
k,<DEL>
r,<DEL>
á,<DEL>
t,<DEL>
c,<DEL>
e,<DEL>
 ,<DEL>
z,<DEL>
d,<DEL>
r,<DEL>
ž,<DEL>
e,<DEL>
l,<DEL>
 ,<DEL>
v,<DEL>
 ,<DEL>
M,<DEL>
o,<DEL>
s,<DEL>
k,<DEL>
v,<DEL>
 ,<DEL>
D,<DEL>
a,<DEL>
l,<DEL>
i,<DEL>
 ,<DEL>
m,<DEL>
n,<DEL>
ě,<DEL>
 ,<DEL>
n,<DEL>
a,<DEL>
p,<DEL>
o,<DEL>
s,<DEL>
l,<DEL>
e,<DEL>
d,<DEL>
 ,<DEL>
p,<DEL>
a,<DEL>
t,<DEL>
“,<DEL>
T,<DEL>
h,<DEL>
a,<DEL>
n,<DEL>
k,<DEL>
 ,<DEL>
y,<DEL>
o,<DEL>
u,<DEL>
",",<DEL>
”,<DEL>
 ,<DEL>
s,<DEL>
a,<DEL>
i,<DEL>
d,<DEL>
 ,<DEL>
L,<DEL>
y,<DEL>
d,<DEL>
i,<DEL>
a,<DEL>
;,<DEL>
 ,<DEL>
“,<DEL>
f,<DEL>
o,<DEL>
r,<DEL>
 ,<DEL>
i,<DEL>
f,<DEL>
 ,<DEL>
y,<DEL>
o,<DEL>
u,<DEL>
 ,<DEL>
d,<DEL>
i,<DEL>
d,<DEL>
",",<DEL>
 ,<DEL>
I,<DEL>
 ,<DEL>
s,<DEL>
h,<DEL>
o,<DEL>
u,<DEL>
l,<DEL>
d,<DEL>
 ,<DEL>
c,<DEL>
e,<DEL>
r,<DEL>
t,<DEL>
a,<DEL>
i,<DEL>
n,<DEL>
l,<DEL>
y,<DEL>
 ,<DEL>
t,<DEL>
e,<DEL>
l,<DEL>
l,<DEL>
 ,<DEL>
y,<DEL>
o,<DEL>
u,<DEL>
 ,<DEL>
a,<DEL>
l,<DEL>
l,<DEL>
",",<DEL>
 ,<DEL>
a,<DEL>
n,<DEL>
d,<DEL>
 ,<DEL>
t,<DEL>
h,<DEL>
e,<DEL>
n,<DEL>
 ,<DEL>
W,<DEL>
i,<DEL>
c,<DEL>
k,<DEL>
h,<DEL>
a,<DEL>
m,<DEL>
 ,<DEL>
w,<DEL>
o,<DEL>
u,<DEL>
l,<DEL>
d,<DEL>
 ,<DEL>
b,<DEL>
e,<DEL>
 ,<DEL>
s,<DEL>
o,<DEL>
 ,<DEL>
